rule_id,message,file,line,col
ql-ghost-composition,"Ghost composition at location: (124, 9)",test_mc_gate_13ba80.py,124,9.0
ql-ghost-composition,"Ghost composition at location: (249, 1)",error_correction_repetition_code_e94ab1.py,249,
ql-ghost-composition,"Ghost composition at location: (222, 1)",error_correction_repetition_code_e94ab1.py,222,
ql-ghost-composition,"Ghost composition at location: (42, 1)",h2evo_6bb46f.py,42,
ql-ghost-composition,"Ghost composition at location: (303, 1)",error_correction_repetition_code_e94ab1.py,303,
ql-ghost-composition,"Ghost composition at location: (413, 1)",transpiled_stabilizer_test_7be7ce.py,413,
ql-ghost-composition,"Ghost composition at location: (76, 1)",neoh2evo_28b965.py,76,
ql-ghost-composition,"Ghost composition at location: (107, 9)",test_mc_gate_13ba80.py,107,9.0
ql-ghost-composition,"Ghost composition at location: (90, 9)",test_mc_gate_13ba80.py,90,9.0
ql-ghost-composition,"Ghost composition at location: (275, 1)",error_correction_repetition_code_e94ab1.py,275,
ql-incompatible-composition,"The subcircuit 'qc' (qubits=5) at location: (537, 10)  is larger than parent 'qc' (qubits=1) at location: (684, 10). The composition at location: (568, 1) is not possible.
The subcircuit 'qc' (qubits=5) at location: (537, 10)  is larger than parent 'qc' (qubits=1) at location: (684, 10). The composition at location: (694, 9) is not possible.",challenge_4c_491e0e.py,684,10.0
ql-incompatible-composition,"The subcircuit 'qc' (qubits=12) at location: (79, 10)  is larger than parent 'qc' (qubits=8) at location: (136, 10). The composition at location: (139, 10) is not possible.
The subcircuit 'qc' (qubits=12) at location: (79, 10)  is larger than parent 'qc' (qubits=8) at location: (136, 10). The composition at location: (149, 10) is not possible.",qiskit_test_49241d.py,136,10.0
ql-incompatible-composition,"The subcircuit 'circuit' (qubits=2) at location: (129, 19)  is larger than parent 'circuit' (qubits=1) at location: (47, 19). The composition at location: (96, 13) is not possible.",shor_dce712.py,47,19.0
ql-incompatible-composition,"The subcircuit 'circuit' (qubits=2) at location: (157, 19)  is larger than parent 'circuit' (qubits=1) at location: (75, 19). The composition at location: (124, 13) is not possible.",shor_independent_ebb6ac.py,75,19.0
ql-incompatible-composition,"The subcircuit 'qc' (qubits=3) at location: (69, 10)  is larger than parent 'qc' (qubits=2) at location: (122, 10). The composition at location: (134, 9) is not possible.",shors_benchmark_365616.py,122,10.0
ql-incompatible-composition,"The subcircuit 'qc' (qubits=3) at location: (152, 10)  is larger than parent 'qc' (qubits=1) at location: (234, 14). The composition at location: (212, 13) is not possible.
The subcircuit 'qc' (qubits=3) at location: (152, 10)  is larger than parent 'qc' (qubits=1) at location: (234, 14). The composition at location: (252, 13) is not possible.",shors_benchmark_365616.py,234,14.0
ql-ungoverned-composition,"The composition of subcircuit 'qc' (l: 63, c: 10) to the 'qc' (l: 122, c: 10) has no specified wiring (parameters 'qubits' and 'clbits' of compose() are not used).",rotation_95ca93.py,128,18.0
ql-ungoverned-composition,"The composition of subcircuit 'qc' (l: 63, c: 10) to the 'qc' (l: 122, c: 10) has no specified wiring (parameters 'qubits' and 'clbits' of compose() are not used).",rotation_95ca93.py,138,18.0
