rule_id,message,file,line,col
ql-ghost-composition,"Ghost composition at location: (64, 1)",h2evoqlm_f7e7b5.py,64,
ql-ghost-composition,"Ghost composition at location: (322, 9)",shor_df608f.py,322,9.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (142, 13) and (142, 13)",elitzur_vaidman_bomb_minefield_26a862.py,142,13.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (70, 5) and (74, 5)",quantum_e3f4e0.py,74,5.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (65, 9) and (65, 9)",gcd_45a5bf.py,65,9.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (21, 1) and (25, 1)
Two consecutive measurements on qubit '1' at locations: (21, 1) and (25, 1)
Two consecutive measurements on qubit '2' at locations: (21, 1) and (25, 1)
Two consecutive measurements on qubit '3' at locations: (21, 1) and (25, 1)",qrpgcg_cd84f9.py,25,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (107, 1) and (108, 1)",02_measurements_and_mixed_states_qiskit_ee25f6.py,108,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (142, 13) and (144, 5)",elitzur_vaidman_bomb_minefield_26a862.py,144,5.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (821, 9) and (822, 9)",test_structure_aaba85.py,822,9.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (33, 1) and (37, 1)
Two consecutive measurements on qubit '1' at locations: (33, 1) and (37, 1)
Two consecutive measurements on qubit '2' at locations: (33, 1) and (37, 1)
Two consecutive measurements on qubit '3' at locations: (33, 1) and (37, 1)",qrpgcg_cd84f9.py,37,
ql-double-measurement,"Two consecutive measurements on qubit '1' at locations: (15, 1) and (23, 1)",qubits_intro_974f92.py,23,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '1' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '2' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '3' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '4' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '5' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '6' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '7' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '8' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '9' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '10' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '11' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '12' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '13' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '14' at locations: (35, 9) and (35, 9)
Two consecutive measurements on qubit '15' at locations: (35, 9) and (35, 9)",shorbreaker_5299e4.py,35,9.0
ql-double-measurement,"Two consecutive measurements on qubit '1' at locations: (68, 9) and (71, 9)",test_qasm_simulator_edd048.py,71,9.0
ql-double-measurement,"Two consecutive measurements on qubit '1' at locations: (27, 1) and (30, 1)",sandbox_e52934.py,30,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (59, 9) and (62, 9)",test_qasm_simulator_682153.py,62,9.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '1' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '2' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '3' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '4' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '5' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '6' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '7' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '8' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '9' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '10' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '11' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '12' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '13' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '14' at locations: (137, 9) and (137, 9)
Two consecutive measurements on qubit '15' at locations: (137, 9) and (137, 9)",rsa_breaker_4_bit_cd955a.py,137,9.0
ql-double-measurement,"Two consecutive measurements on qubit '1' at locations: (59, 9) and (62, 9)",test_qasm_simulator_edd048.py,62,9.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:5, 6)  when it has already 129 classical bits.",code_12fb50.py,70,
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:23, 10)  when it has already 5 classical bits.",5_6d96db.py,39,5.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:32, 6)  when it has already 10 classical bits.",ghz_ca5e66.py,35,
ql-measure-all-abuse,"measure_all() on the circuit 'circuit' (at location:13, 11)  when it has already 48 classical bits.",qrng_09be03.py,19,
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:23, 10)  when it has already 10 classical bits.",n_qubit_grovers_algorithm_ff6131.py,117,5.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:32, 6)  when it has already 10 classical bits.",ghz_7af332.py,35,
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:406, 6)  when it has already 5 classical bits.",qiskit_c50734.py,412,
ql-operation-after-measurement,"Operation 'ry' on qubit 0 after measurement at location: (125, 1).",measurement_postulate_single_qubit_f_fb7a34.py,126,
ql-operation-after-measurement,"Operation 'rx' on qubit 0 after measurement at location: (14, 1).",circuit_7c89be.py,15,
ql-operation-after-measurement,"Operation 'cz' on qubit 1 after measurement at location: (37, 1).",one_qubit_fb6117.py,41,
ql-operation-after-measurement,"Operation 'x' on qubit 0 after measurement at location: (121, 1).",computaci_c3_b3n_cu_c3_a1ntica_pr_c3_a1ctica_cs2022_cfd1a4.py,122,
ql-operation-after-measurement,"Operation 'h' on qubit 0 after measurement at location: (7, 1).",quantumdice_bc7351.py,8,
ql-operation-after-measurement,"Operation 'ch' on qubit 1 after measurement at location: (19, 1).
Operation 'ch' on qubit 0 after measurement at location: (18, 1).",task_3_4b4e03.py,20,
ql-operation-after-measurement,"Operation 'h' on qubit 0 after measurement at location: (69, 1).",quantum_key_distribution_875841.py,73,
ql-operation-after-measurement,"Operation 'cz' on qubit 1 after measurement at location: (28, 5).",quantum_pixel_generator_multi_qasm_fractional_complete_5a24d9.py,32,5.0
ql-operation-after-measurement,"Operation 'cx' on qubit 1 after measurement at location: (16, 1).",qiskitcode_c7825c.py,18,
ql-operation-after-measurement,"Operation 'ccx' on qubit 0 after measurement at location: (9, 1).
Operation 'ccx' on qubit 1 after measurement at location: (10, 1).",circuit_1_7229f9.py,11,
ql-operation-after-measurement,"Operation 'cx' on qubit 4 after measurement at location: (13, 1).",binary_20counter_4e35bf.py,21,
ql-operation-after-measurement,"Operation 'u' on qubit 0 after measurement at location: (117, 1).",main_20code_20soccer_20quantum_20predicter_a83463.py,135,
ql-operation-after-measurement,"Operation 'h' on qubit 0 after measurement at location: (534, 9).",test_stochastic_swap_89a6ef.py,535,9.0
ql-operation-after-measurement,"Operation 'h' on qubit 0 after measurement at location: (69, 1).",quantum_key_distribution_62f76f.py,73,
ql-operation-after-measurement,"Operation 'z' on qubit 0 after measurement at location: (26, 1).",sandbox_e52934.py,28,
ql-operation-after-measurement,"Operation 'cx' on qubit 1 after measurement at location: (32, 1).",teleportation_circuit_e3f3c7.py,34,
ql-operation-after-measurement,"Operation 'cz' on qubit 0 after measurement at location: (25, 5).",quantum_teleportation_1881c2.py,30,5.0
ql-operation-after-measurement,"Operation 'ch' on qubit 1 after measurement at location: (18, 1).
Operation 'ch' on qubit 0 after measurement at location: (17, 1).",task_1_bbf4fb.py,19,
ql-operation-after-measurement,"Operation 'cx' on qubit 0 after measurement at location: (23, 1).
Operation 'cx' on qubit 1 after measurement at location: (23, 1).",qubits_intro_974f92.py,28,
ql-operation-after-measurement,"Operation 'u1' on qubit 0 after measurement at location: (33, 1).",teleportation_50c827.py,40,
ql-operation-after-measurement,"Operation 'swap' on qubit 0 after measurement at location: (74, 1).",spy_hunter_b2cbea.py,80,
ql-operation-after-measurement,"Operation 'ch' on qubit 2 after measurement at location: (24, 1).",task_3_4b4e03.py,25,
ql-operation-after-measurement,"Operation 'h' on qubit 0 after measurement at location: (69, 1).",12_quantum_key_distribution_checkpoint_4165fd.py,73,
ql-operation-after-measurement,"Operation 'h' on qubit 0 after measurement at location: (40, 5).",encrpytion_e53b97.py,44,5.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:2096, c:5) in which some of its qubits are never measured.",qram_f283bf.py,2096,5.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:239, c:1) in which some of its qubits are never measured.",4_qiskit_64bd71.py,239,
ql-superfluous-op,"The circuit 'qc' has an operation (l:4282, c:5) in which some of its qubits are never measured.",qram_f283bf.py,4282,5.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:48, c:13) in which some of its qubits are never measured.",bv_a1384c.py,48,13.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:214, c:1) in which some of its qubits are never measured.",bss_poster_qce21_8d4e7c.py,214,
ql-superfluous-op,"The circuit 'circuit' has an operation (l:57, c:9) in which some of its qubits are never measured.",ahmed25_7_f6d602.py,57,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:4185, c:9) in which some of its qubits are never measured.",qram_f283bf.py,4185,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:202, c:1) in which some of its qubits are never measured.",4_qiskit_64bd71.py,202,
ql-superfluous-op,"The circuit 'qc' has an operation (l:2909, c:9) in which some of its qubits are never measured.",qram_f283bf.py,2909,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:4271, c:9) in which some of its qubits are never measured.",qram_f283bf.py,4271,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:505, c:5) in which some of its qubits are never measured.",qram_5907fb.py,505,5.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:139, c:1) in which some of its qubits are never measured.",4_qiskit_64bd71.py,139,
ql-superfluous-op,"The circuit 'qc' has an operation (l:69, c:5) in which some of its qubits are never measured.",multiqbitswaptest_task1part3_b38c36.py,69,5.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:24, c:1) in which some of its qubits are never measured.",366db34e7f419a810cc0871f5a52379f525a7c1e8a9bcb3f6915ab76_45e001.py,24,
ql-superfluous-op,"The circuit 'qc' has an operation (l:16, c:1) in which some of its qubits are never measured.",366db34e7f419a810cc0871f5a52379f525a7c1e8a9bcb3f6915ab76_45e001.py,16,
ql-superfluous-op,"The circuit 'qc' has an operation (l:185, c:1) in which some of its qubits are never measured.",bss_poster_qce21_8d4e7c.py,185,
ql-superfluous-op,"The circuit 'qc' has an operation (l:273, c:1) in which some of its qubits are never measured.",bss_poster_qce21_8d4e7c.py,273,
ql-superfluous-op,"The circuit 'circuit' has an operation (l:24, c:1) in which some of its qubits are never measured.",qfa_bca6d2.py,24,
ql-superfluous-op,"The circuit 'qc' has an operation (l:1312, c:9) in which some of its qubits are never measured.",qram_f283bf.py,1312,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:100, c:1) in which some of its qubits are never measured.",0627319cba97ba5211d8c9c8a1be7f46360718006dd385039aaf9a62_44311f.py,100,
ql-superfluous-op,"The circuit 'circuit' has an operation (l:27, c:9) in which some of its qubits are never measured.",bcd2excess3_8f0662.py,27,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:3752, c:9) in which some of its qubits are never measured.",qram_f283bf.py,3752,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:2328, c:9) in which some of its qubits are never measured.",qram_f283bf.py,2328,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:3426, c:9) in which some of its qubits are never measured.",qram_f283bf.py,3426,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:504, c:5) in which some of its qubits are never measured.",qram_5907fb.py,504,5.0
ql-superfluous-op,"The circuit 'circuit' has an operation (l:65, c:9) in which some of its qubits are never measured.",mortyteleport_5e6681.py,65,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:198, c:1) in which some of its qubits are never measured.",bss_poster_qce21_8d4e7c.py,198,
ql-superfluous-op,"The circuit 'Heis3' has an operation (l:600, c:9) in which some of its qubits are never measured.",part2_b6b6f7.py,600,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:1006, c:5) in which some of its qubits are never measured.",qram_f283bf.py,1006,5.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:16, c:1) in which some of its qubits are never measured.",d476eb0353f0401afd56fbbeab4769d956febaf18a873673e45f59b2_36109c.py,16,
ql-superfluous-op,"The circuit 'qc' has an operation (l:226, c:9) in which some of its qubits are never measured.",sm_270565.py,226,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:11, c:1) in which some of its qubits are never measured.",visualize_01cb72.py,11,
ql-superfluous-op,"The circuit 'circuit' has an operation (l:39, c:5) in which some of its qubits are never measured.",quantum_teleportation_4478fd.py,39,5.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:141, c:9) in which some of its qubits are never measured.",sm_270565.py,141,9.0
ql-superfluous-op,"The circuit 'mycircuit' has an operation (l:189, c:9) in which some of its qubits are never measured.",b50_superdense_coding_solution_checkpoint_9c0b43.py,189,9.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:3353, c:5) in which some of its qubits are never measured.",qram_f283bf.py,3353,5.0
ql-superfluous-op,"The circuit 'qc1' has an operation (l:43, c:1) in which some of its qubits are never measured.",grover_6fe3a0.py,43,
ql-superfluous-op,"The circuit 'qc' has an operation (l:274, c:5) in which some of its qubits are never measured.",custom_circuits_83ca4f.py,274,5.0
ql-superfluous-op,"The circuit 'qc' has an operation (l:151, c:13) in which some of its qubits are never measured.",quantummultiplication_f802ed.py,151,13.0
ql-superfluous-op,"The circuit 'Grover_circuit' has an operation (l:77, c:1) in which some of its qubits are never measured.",grover_47e392.py,77,
ql-superfluous-op,"The circuit 'qc' has an operation (l:162, c:1) in which some of its qubits are never measured.",4_qiskit_64bd71.py,162,
ql-superfluous-op,"The circuit 'circuit5' has an operation (l:234, c:1) in which some of its qubits are never measured.",hw2_0ebab1.py,234,
